,name,year,team,position,war,g,ts,ab,r1,h,b2,b3,hr,tb,rbi,sb,cs,bb,hbp,bb4,so,gdp,ht,hb,avg,obp,slg,ops,birthday,height,weight,age
2784,허준,2011,넥센,C,-0.13,55,102,89,5,17,2,0,1,22,11,0,1,7,2,0,25,2,4,0,0.191,0.265,0.247,0.513,1981-07-20,182cm,97kg,29
2785,허준,2003,한화,KSS,-0.16,44,101,86,6,16,1,0,0,17,8,1,0,12,1,0,11,1,1,1,0.18600000000000003,0.29,0.198,0.488,1981-07-20,182cm,97kg,21
2786,허준,2004,KIA,SS,-0.18,11,11,10,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,0,0.0,0.091,0.0,0.091,1981-07-20,182cm,97kg,22
2787,허준,1996,한화,SS,-0.27,115,313,277,29,60,12,0,1,75,24,0,5,16,3,0,30,9,16,1,0.217,0.266,0.271,0.537,1981-07-20,182cm,97kg,14
2788,허준,2010,넥센,C,-0.3,73,57,49,5,8,1,0,0,9,1,0,1,4,1,0,15,2,3,0,0.163,0.24100000000000002,0.184,0.424,1981-07-20,182cm,97kg,28
2789,허준,1998,한화,SS,-0.41,78,51,46,3,7,1,0,0,8,4,0,1,2,0,0,4,1,3,0,0.152,0.188,0.174,0.361,1981-07-20,182cm,97kg,16
2790,허준,1999,한화,SS,-0.43,54,29,27,3,1,0,0,0,1,0,0,0,2,0,0,8,0,0,0,0.037000000000000005,0.10300000000000001,0.037000000000000005,0.141,1981-07-20,182cm,97kg,17
2791,허준,1994,한화,SS,-0.49,63,222,196,16,40,5,1,0,47,13,3,3,9,3,0,23,5,13,1,0.204,0.249,0.24,0.489,1981-07-20,182cm,97kg,12
2792,허준,1997,한화,SS,-0.64,114,291,259,24,58,6,0,1,67,14,3,5,12,1,0,32,5,18,1,0.22399999999999998,0.26,0.259,0.519,1981-07-20,182cm,97kg,15
2793,오태곤,2015,롯데,SS,1.5,122,353,327,57,90,18,1,8,134,43,15,4,17,4,0,100,9,4,1,0.275,0.318,0.41,0.728,1991-11-18,184cm,80kg,23
2794,오태곤,2017,롯데,k1B,0.58,135,410,374,53,106,29,1,9,164,42,15,9,16,6,0,93,7,8,6,0.28300000000000003,0.318,0.439,0.757,1991-11-18,184cm,80kg,25
2795,오태곤,2014,롯데,SS,0.14,57,50,45,10,11,3,0,1,17,5,2,1,5,0,0,18,0,0,0,0.244,0.32,0.37799999999999995,0.698,1991-11-18,184cm,80kg,22
2796,오태곤,2011,롯데,,-0.02,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1991-11-18,184cm,80kg,19
2797,오태곤,2019,KIA,DH,-0.08,60,192,164,27,36,5,0,2,47,13,10,2,20,4,0,39,4,3,1,0.22,0.318,0.287,0.604,1991-11-18,184cm,80kg,27
2798,오태곤,2016,롯데,DH,-0.09,42,135,123,17,32,6,0,3,47,7,6,2,12,0,0,37,5,0,0,0.26,0.326,0.382,0.708,1991-11-18,184cm,80kg,24
2799,오태곤,2018,KIA,LF,-0.1,128,374,342,55,87,17,2,12,144,39,13,8,24,4,0,92,7,3,1,0.254,0.31,0.42100000000000004,0.731,1991-11-18,184cm,80kg,26
2800,이희성,1991,태평양,3B,1.5,119,467,407,45,93,18,7,3,134,40,24,11,45,3,1,58,3,8,4,0.22899999999999998,0.307,0.32899999999999996,0.636,1988-03-09,185cm,93kg,2
2801,이희성,1994,태평양,2B,0.92,68,201,172,20,50,5,2,2,65,12,5,6,13,2,1,27,2,12,2,0.29100000000000004,0.344,0.37799999999999995,0.722,1988-03-09,185cm,93kg,5
2802,이희성,1990,태평양,3B,0.77,63,121,107,16,31,4,2,1,42,8,3,1,6,3,0,14,2,5,0,0.29,0.345,0.39299999999999996,0.737,1988-03-09,185cm,93kg,1
2803,이희성,1993,태평양,2B,0.73,114,440,389,40,90,13,1,2,111,21,19,10,29,4,2,63,7,16,2,0.231,0.29,0.285,0.575,1988-03-09,185cm,93kg,4
2804,이희성,1995,태평양,2B,0.59,92,265,233,33,57,8,3,1,74,17,17,9,17,0,0,38,4,12,3,0.245,0.293,0.318,0.61,1988-03-09,185cm,93kg,6
2805,이희성,1989,태평양,3B,-0.01,30,50,45,5,10,1,1,0,13,3,2,3,4,0,0,11,0,1,0,0.222,0.28600000000000003,0.289,0.575,1988-03-09,185cm,93kg,0
2806,이희성,1997,삼성,,-0.1,13,18,17,2,3,0,0,0,3,0,0,0,1,0,0,4,0,0,0,0.17600000000000002,0.222,0.17600000000000002,0.39899999999999997,1988-03-09,185cm,93kg,8
2807,이희성,1996,현대,2B,-0.14,44,48,40,5,6,0,0,1,9,4,2,1,4,1,0,5,1,3,0,0.15,0.244,0.225,0.469,1988-03-09,185cm,93kg,7
2808,이희성,1992,태평양,DH,-1.29,100,320,270,32,61,9,3,1,79,12,10,7,25,3,0,30,7,20,2,0.226,0.297,0.293,0.589,1988-03-09,185cm,93kg,3
2809,하주석,2017,한화,SS,1.48,111,470,432,69,123,18,8,11,190,52,7,6,23,5,0,83,6,9,1,0.285,0.32799999999999996,0.44,0.767,1994-02-25,184cm,84kg,22
2810,하주석,2016,한화,SS,1.0,115,441,405,58,113,21,1,10,166,57,5,7,18,9,1,115,3,8,1,0.27899999999999997,0.32299999999999995,0.41,0.733,1994-02-25,184cm,84kg,21
2811,하주석,2018,한화,SS,0.26,141,517,484,67,123,20,3,9,176,52,14,12,28,4,0,130,7,1,0,0.254,0.3,0.364,0.664,1994-02-25,184cm,84kg,23
2812,하주석,2015,한화,SS,0.13,4,11,10,3,3,0,0,0,3,1,0,0,1,0,0,4,0,0,0,0.3,0.364,0.3,0.664,1994-02-25,184cm,84kg,20
2813,하주석,2019,한화,SS,0.04,5,20,19,3,5,2,0,0,7,2,0,0,0,0,0,4,1,1,0,0.263,0.263,0.368,0.632,1994-02-25,184cm,84kg,24
2814,하주석,2013,한화,SS,-0.2,5,11,11,0,1,0,0,0,1,0,0,1,0,0,0,4,1,0,0,0.091,0.091,0.091,0.182,1994-02-25,184cm,84kg,18
2815,하주석,2012,한화,SS,-0.4,70,141,127,10,22,1,0,1,26,4,7,2,9,0,0,50,2,5,0,0.17300000000000001,0.228,0.205,0.433,1994-02-25,184cm,84kg,17
2816,조쉬벨,2014,LG,3B,1.47,63,275,240,33,64,8,1,10,104,39,3,0,30,1,1,56,10,0,4,0.267,0.34600000000000003,0.433,0.779,1986-11-13,190cm,104kg,27
2817,김동엽,2017,SK,LF,1.46,125,428,393,58,109,18,1,22,195,70,2,4,23,9,1,62,6,0,3,0.27699999999999997,0.32899999999999996,0.496,0.826,1990-07-24,186cm,101kg,26
2818,김동엽,2016,SK,DH,0.56,57,150,143,19,48,8,0,6,74,23,2,1,5,1,0,41,3,0,1,0.336,0.36,0.517,0.878,1990-07-24,186cm,101kg,25
2819,김동엽,2018,SK,LF,-0.06,124,446,421,58,106,15,0,27,202,76,11,2,17,4,0,108,13,1,3,0.252,0.285,0.48,0.765,1990-07-24,186cm,101kg,27
2820,김동엽,2019,삼성,DH,-0.85,60,211,195,15,42,4,1,6,66,25,2,1,12,2,0,47,2,0,2,0.215,0.265,0.33799999999999997,0.604,1990-07-24,186cm,101kg,28
2821,조영훈,2013,NC,1B,1.45,120,426,380,38,107,26,3,6,157,39,4,5,39,2,1,56,6,3,2,0.282,0.35,0.413,0.763,1982-11-12,185cm,90kg,30
2822,조영훈,2016,NC,1B,1.18,109,207,179,29,60,14,0,5,89,35,3,3,21,3,1,43,2,1,3,0.335,0.408,0.49700000000000005,0.905,1982-11-12,185cm,90kg,33
2823,조영훈,2006,삼성,1B,0.96,88,204,180,15,51,11,1,2,70,26,9,2,16,1,0,49,2,5,2,0.28300000000000003,0.342,0.389,0.731,1982-11-12,185cm,90kg,23
2824,조영훈,2015,NC,1B,0.92,103,146,124,20,35,8,0,8,67,35,3,0,19,0,0,36,1,1,2,0.282,0.37200000000000005,0.54,0.9129999999999999,1982-11-12,185cm,90kg,32
2825,조영훈,2011,삼성,1B,0.7,98,280,245,33,60,11,0,6,89,34,7,2,27,5,0,76,1,0,3,0.245,0.32899999999999996,0.363,0.6920000000000001,1982-11-12,185cm,90kg,28
2826,조영훈,2010,삼성,1B,0.65,67,159,138,22,38,6,1,6,64,17,6,2,15,1,2,36,1,3,2,0.275,0.34600000000000003,0.46399999999999997,0.81,1982-11-12,185cm,90kg,27
2827,조영훈,2014,NC,1B,0.21,92,124,111,15,29,4,0,6,51,22,1,1,10,1,0,26,1,1,1,0.261,0.325,0.45899999999999996,0.785,1982-11-12,185cm,90kg,31
2828,조영훈,2005,삼성,1B,0.04,7,5,4,0,1,1,0,0,2,2,0,0,0,1,0,1,0,0,0,0.25,0.4,0.5,0.9,1982-11-12,185cm,90kg,22
2829,조영훈,2017,NC,1B,-0.29,16,46,40,1,6,2,0,1,11,3,0,0,5,0,0,11,2,1,0,0.15,0.244,0.275,0.519,1982-11-12,185cm,90kg,34
2830,조영훈,2012,삼성,K1B,-0.39,89,262,230,30,46,7,1,6,73,36,1,2,23,1,0,64,1,5,3,0.2,0.272,0.317,0.59,1982-11-12,185cm,90kg,29
2831,조영훈,2007,삼성,1B,-1.17,66,175,155,16,26,4,0,1,33,9,1,0,14,0,0,44,2,2,4,0.168,0.231,0.213,0.444,1982-11-12,185cm,90kg,24
2832,강병식,2010,넥센,DH,1.41,107,300,251,32,72,9,1,9,110,30,2,2,34,11,2,51,5,1,3,0.287,0.391,0.43799999999999994,0.83,1977-04-23,182cm,85kg,32
2833,강병식,2005,현대,LF,1.06,94,215,182,25,45,10,0,6,73,20,2,0,27,4,0,44,6,2,0,0.247,0.35700000000000004,0.401,0.758,1977-04-23,182cm,85kg,27
2834,강병식,2008,히어로즈,RF,0.63,71,141,119,12,32,8,0,4,52,17,0,2,14,3,1,18,2,3,2,0.26899999999999996,0.355,0.43700000000000006,0.792,1977-04-23,182cm,85kg,30
2835,강병식,2006,현대,1B,0.59,93,156,133,16,29,7,1,4,50,25,1,1,19,4,0,28,7,0,0,0.218,0.33299999999999996,0.376,0.7090000000000001,1977-04-23,182cm,85kg,28
2836,강병식,2007,현대,1B,0.38,91,150,135,11,37,4,0,4,53,17,0,1,13,0,1,24,5,0,2,0.27399999999999997,0.33299999999999996,0.39299999999999996,0.726,1977-04-23,182cm,85kg,29
2837,강병식,2009,히어로즈,1B,0.21,54,94,76,9,19,4,0,2,29,14,2,2,13,3,0,21,0,1,1,0.25,0.376,0.382,0.758,1977-04-23,182cm,85kg,31
2838,강병식,2002,현대,LF,0.0,89,147,130,16,27,3,1,6,50,20,0,2,11,3,0,35,5,1,2,0.20800000000000002,0.281,0.385,0.665,1977-04-23,182cm,85kg,24
2839,강병식,2012,넥센,DH,-0.02,26,36,30,4,6,2,0,0,8,2,1,1,5,1,0,9,0,0,0,0.2,0.33299999999999996,0.267,0.6,1977-04-23,182cm,85kg,34
2840,강병식,2004,현대,,-0.03,16,21,17,0,3,1,0,0,4,1,1,0,3,0,0,5,1,0,1,0.17600000000000002,0.28600000000000003,0.235,0.521,1977-04-23,182cm,85kg,26
2841,강병식,2003,현대,,-0.15,43,79,65,6,9,0,1,2,17,11,0,1,12,1,0,17,1,1,0,0.138,0.282,0.262,0.544,1977-04-23,182cm,85kg,25
2842,강병식,2011,넥센,DH,-0.98,77,189,167,16,29,8,1,2,45,17,2,0,15,2,0,53,3,4,1,0.174,0.249,0.26899999999999996,0.518,1977-04-23,182cm,85kg,33
2843,박기남,2013,KIA,3B,1.41,91,214,174,35,50,11,0,4,73,21,2,0,25,2,0,28,4,11,2,0.287,0.379,0.42,0.799,1981-08-14,175cm,80kg,31
2844,박기남,2012,KIA,3B,1.23,99,274,225,28,57,16,0,2,79,25,1,0,27,5,0,34,1,13,4,0.253,0.341,0.35100000000000003,0.6920000000000001,1981-08-14,175cm,80kg,30
2845,박기남,2005,LG,3B,0.89,56,162,136,20,37,2,0,4,51,16,0,1,19,2,0,36,2,5,0,0.272,0.369,0.375,0.7440000000000001,1981-08-14,175cm,80kg,23
2846,박기남,2010,KIA,3B,0.8,76,173,147,26,40,6,0,3,55,24,3,3,18,3,0,27,1,4,1,0.272,0.361,0.374,0.735,1981-08-14,175cm,80kg,28
2847,박기남,2011,KIA,3B,0.55,85,184,152,23,34,9,0,3,52,16,4,2,20,4,0,31,7,8,0,0.22399999999999998,0.33,0.342,0.672,1981-08-14,175cm,80kg,29
2848,박기남,2014,KIA,3B,0.5,90,202,171,21,49,9,0,3,67,21,2,5,22,2,0,25,5,5,2,0.287,0.371,0.392,0.762,1981-08-14,175cm,80kg,32
2849,박기남,2006,LG,3B,0.47,74,174,152,19,37,2,0,4,51,15,0,0,14,0,0,29,1,7,1,0.243,0.305,0.336,0.6409999999999999,1981-08-14,175cm,80kg,24
2850,박기남,2015,KIA,3B,0.1,51,93,69,8,14,3,0,0,17,3,1,1,21,0,0,19,3,3,0,0.203,0.389,0.24600000000000002,0.635,1981-08-14,175cm,80kg,33
2851,박기남,2004,LG,,-0.02,38,38,34,4,8,0,0,0,8,3,0,0,4,0,0,11,0,0,0,0.235,0.316,0.235,0.551,1981-08-14,175cm,80kg,22
2852,박기남,2009,KIA,2B,-0.23,104,89,68,16,12,5,0,0,17,3,2,0,13,0,0,14,3,7,1,0.17600000000000002,0.305,0.25,0.555,1981-08-14,175cm,80kg,27
2853,강경학,2018,한화,2B,1.38,77,289,245,42,68,11,1,5,96,27,6,3,38,4,0,59,7,1,1,0.278,0.382,0.392,0.774,1992-08-11,181cm,72kg,25
2854,강경학,2019,한화,SS,0.25,52,135,113,21,27,4,0,0,31,12,1,2,15,3,0,32,3,3,1,0.239,0.341,0.27399999999999997,0.615,1992-08-11,181cm,72kg,26
2855,강경학,2014,한화,SS,0.21,41,103,86,11,19,2,3,1,30,7,0,0,13,2,0,28,1,2,0,0.221,0.337,0.349,0.6859999999999999,1992-08-11,181cm,72kg,21
2856,강경학,2015,한화,SS,0.11,120,376,311,50,80,7,4,2,101,27,4,3,40,5,1,58,3,18,3,0.257,0.348,0.325,0.6729999999999999,1992-08-11,181cm,72kg,22
2857,강경학,2011,한화,3B,0.01,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,1992-08-11,181cm,72kg,18
2858,강경학,2017,한화,2B,-0.16,59,93,84,17,18,2,1,0,22,4,1,1,8,1,0,19,1,0,0,0.214,0.29,0.262,0.552,1992-08-11,181cm,72kg,24
2859,강경학,2016,한화,SS,-0.69,46,116,101,16,16,3,2,1,26,7,0,0,8,2,0,30,5,4,1,0.158,0.23199999999999998,0.257,0.49,1992-08-11,181cm,72kg,23
2860,김종수,1986,빙그레,SS,1.38,74,228,190,18,50,5,0,0,55,12,2,2,29,2,0,26,2,6,1,0.263,0.365,0.289,0.654,1994-06-03,180cm,80kg,-9
2861,김종수,1987,빙그레,,-0.07,43,78,66,7,14,0,0,0,14,5,2,1,8,1,0,7,2,2,1,0.212,0.303,0.212,0.515,1994-06-03,180cm,80kg,-8
2862,최항,2018,SK,2B,1.37,98,257,222,38,65,12,1,7,100,35,2,2,25,8,0,57,1,2,0,0.293,0.384,0.45,0.835,1994-01-03,183cm,88kg,24
2863,최항,2017,SK,3B,0.3,37,116,106,14,34,8,0,1,45,16,0,1,3,3,0,29,1,2,2,0.321,0.35100000000000003,0.425,0.775,1994-01-03,183cm,88kg,23
2864,최항,2019,SK,2B,0.2,52,147,127,12,29,5,0,0,34,14,2,0,16,2,0,24,3,1,1,0.228,0.322,0.268,0.59,1994-01-03,183cm,88kg,25
2865,양석환,2018,LG,3B,1.37,140,519,483,53,127,27,0,22,220,82,2,2,24,6,0,81,9,1,5,0.263,0.303,0.455,0.759,1991-07-15,185cm,90kg,26
2866,양석환,2017,LG,3B,1.15,132,496,445,62,117,27,3,14,192,83,3,7,38,6,2,93,13,2,5,0.263,0.326,0.431,0.757,1991-07-15,185cm,90kg,25
2867,양석환,2016,LG,1B,0.06,80,215,203,24,56,10,1,6,86,37,3,0,6,1,0,48,1,3,2,0.276,0.297,0.424,0.721,1991-07-15,185cm,90kg,24
2868,양석환,2015,LG,3B,-0.52,125,384,358,36,93,22,1,8,141,48,6,6,18,0,2,75,6,5,3,0.26,0.293,0.39399999999999996,0.687,1991-07-15,185cm,90kg,23
2869,백상원,2016,삼성,2B,1.36,132,517,445,60,128,19,3,3,162,49,8,3,51,4,0,69,15,10,7,0.28800000000000003,0.361,0.364,0.725,1988-01-02,177cm,76kg,28
2870,백상원,2018,삼성,2B,0.17,4,8,6,1,3,0,0,0,3,2,0,0,2,0,0,0,0,0,0,0.5,0.625,0.5,1.125,1988-01-02,177cm,76kg,30
2871,백상원,2015,삼성,2B,0.13,52,94,77,10,19,5,0,0,24,7,0,0,13,1,0,22,2,2,1,0.247,0.359,0.312,0.67,1988-01-02,177cm,76kg,27
2872,백상원,2013,삼성,2B,0.1,5,4,4,1,2,1,0,0,3,1,0,0,0,0,0,1,0,0,0,0.5,0.5,0.75,1.25,1988-01-02,177cm,76kg,25
2873,백상원,2014,삼성,,-0.13,31,26,22,7,4,0,0,0,4,2,0,0,3,0,0,3,0,0,1,0.182,0.26899999999999996,0.182,0.451,1988-01-02,177cm,76kg,26
2874,백상원,2017,삼성,2B,-0.55,28,51,46,4,6,0,0,0,6,2,0,0,3,0,0,11,0,1,1,0.13,0.18,0.13,0.31,1988-01-02,177cm,76kg,29
2875,윌슨,2019,롯데,3B,1.35,68,268,231,21,58,15,0,9,100,37,0,2,31,5,0,60,8,0,1,0.251,0.35100000000000003,0.433,0.784,1989-09-25,188cm,84kg,29
2876,윌슨,2019,롯데,3B,1.35,68,268,231,21,58,15,0,9,100,37,0,2,31,5,0,60,8,0,1,0.251,0.35100000000000003,0.433,0.784,1990-07-29,180cm,93kg,28
2877,김건우,1992,LG,,1.33,54,214,196,28,54,8,1,8,88,30,2,0,16,0,0,31,5,0,2,0.276,0.327,0.449,0.7759999999999999,1990-04-06,188cm,85kg,1
2878,김건우,1993,LG,,1.19,86,249,229,20,58,8,0,5,81,27,1,0,17,1,0,47,5,1,1,0.253,0.307,0.354,0.66,1990-04-06,188cm,85kg,2
2880,박정환,1982,삼성,2B,1.31,51,136,120,17,36,6,1,5,59,24,2,1,9,5,0,24,4,0,2,0.3,0.368,0.49200000000000005,0.8590000000000001,1977-10-23,180cm,85kg,4
2881,박정환,1982,삼성,2B,1.31,51,136,120,17,36,6,1,5,59,24,2,1,9,5,0,24,4,0,2,0.3,0.368,0.49200000000000005,0.8590000000000001,1986-03-14,180cm,83kg,-5
2882,박정환,2002,삼성,2B,1.27,119,372,316,49,74,12,2,9,117,36,3,0,35,6,0,79,9,13,2,0.23399999999999999,0.32,0.37,0.691,1977-10-23,180cm,85kg,24
2883,박정환,2002,삼성,2B,1.27,119,372,316,49,74,12,2,9,117,36,3,0,35,6,0,79,9,13,2,0.23399999999999999,0.32,0.37,0.691,1986-03-14,180cm,83kg,15
2884,박정환,2001,삼성,SS,0.89,84,249,217,30,57,8,3,5,86,36,0,2,20,2,0,48,10,8,2,0.263,0.32799999999999996,0.396,0.7240000000000001,1977-10-23,180cm,85kg,23
2885,박정환,2001,삼성,SS,0.89,84,249,217,30,57,8,3,5,86,36,0,2,20,2,0,48,10,8,2,0.263,0.32799999999999996,0.396,0.7240000000000001,1986-03-14,180cm,83kg,14
2886,박정환,1988,삼성,2B,0.41,59,124,114,12,28,6,0,4,46,23,1,1,4,2,0,19,2,2,2,0.24600000000000002,0.27899999999999997,0.40399999999999997,0.682,1977-10-23,180cm,85kg,10
2887,박정환,1988,삼성,2B,0.41,59,124,114,12,28,6,0,4,46,23,1,1,4,2,0,19,2,2,2,0.24600000000000002,0.27899999999999997,0.40399999999999997,0.682,1986-03-14,180cm,83kg,1
2888,박정환,2000,삼성,3B,0.37,47,68,60,19,16,4,0,2,26,5,0,0,6,1,0,21,1,1,0,0.267,0.34299999999999997,0.433,0.777,1977-10-23,180cm,85kg,22
2889,박정환,2000,삼성,3B,0.37,47,68,60,19,16,4,0,2,26,5,0,0,6,1,0,21,1,1,0,0.267,0.34299999999999997,0.433,0.777,1986-03-14,180cm,83kg,13
2890,박정환,2009,SK,2B,0.35,45,67,60,4,19,4,0,1,26,9,2,1,5,0,0,11,6,2,0,0.317,0.369,0.433,0.8029999999999999,1977-10-23,180cm,85kg,31
2891,박정환,2009,SK,2B,0.35,45,67,60,4,19,4,0,1,26,9,2,1,5,0,0,11,6,2,0,0.317,0.369,0.433,0.8029999999999999,1986-03-14,180cm,83kg,22
2892,박정환,2003,삼성,2B,0.33,81,207,177,24,42,12,0,1,57,20,0,0,21,2,0,33,6,4,3,0.237,0.32,0.322,0.642,1977-10-23,180cm,85kg,25
2893,박정환,2003,삼성,2B,0.33,81,207,177,24,42,12,0,1,57,20,0,0,21,2,0,33,6,4,3,0.237,0.32,0.322,0.642,1986-03-14,180cm,83kg,16
2894,박정환,2008,SK,2B,0.33,25,60,50,3,12,4,0,1,19,6,1,1,9,0,0,10,0,1,0,0.24,0.35600000000000004,0.38,0.736,1977-10-23,180cm,85kg,30
2895,박정환,2008,SK,2B,0.33,25,60,50,3,12,4,0,1,19,6,1,1,9,0,0,10,0,1,0,0.24,0.35600000000000004,0.38,0.736,1986-03-14,180cm,83kg,21
2896,박정환,2010,SK,1B,0.27,44,104,92,15,28,9,0,1,40,10,0,2,7,1,0,18,2,4,0,0.304,0.36,0.435,0.795,1977-10-23,180cm,85kg,32
2897,박정환,2010,SK,1B,0.27,44,104,92,15,28,9,0,1,40,10,0,2,7,1,0,18,2,4,0,0.304,0.36,0.435,0.795,1986-03-14,180cm,83kg,23
2898,박정환,1987,삼성,1B,0.15,36,84,80,12,19,0,0,5,34,11,0,2,4,0,0,11,0,0,0,0.23800000000000002,0.27399999999999997,0.425,0.6990000000000001,1977-10-23,180cm,85kg,9
2899,박정환,1987,삼성,1B,0.15,36,84,80,12,19,0,0,5,34,11,0,2,4,0,0,11,0,0,0,0.23800000000000002,0.27399999999999997,0.425,0.6990000000000001,1986-03-14,180cm,83kg,0
2900,박정환,1989,삼성,2B,0.13,48,98,91,9,20,3,0,2,29,13,1,2,7,0,0,16,1,0,0,0.22,0.276,0.319,0.594,1977-10-23,180cm,85kg,11
2901,박정환,1989,삼성,2B,0.13,48,98,91,9,20,3,0,2,29,13,1,2,7,0,0,16,1,0,0,0.22,0.276,0.319,0.594,1986-03-14,180cm,83kg,2
2902,박정환,1990,삼성,2B,0.09,66,150,142,17,33,8,0,2,47,13,0,0,4,1,0,38,4,2,1,0.23199999999999998,0.257,0.331,0.588,1977-10-23,180cm,85kg,12
2903,박정환,1990,삼성,2B,0.09,66,150,142,17,33,8,0,2,47,13,0,0,4,1,0,38,4,2,1,0.23199999999999998,0.257,0.331,0.588,1986-03-14,180cm,83kg,3
2904,박정환,1991,삼성,2B,0.06,63,111,102,6,22,4,0,2,32,15,0,1,7,1,0,21,1,1,0,0.21600000000000003,0.273,0.314,0.5870000000000001,1977-10-23,180cm,85kg,13
2905,박정환,1991,삼성,2B,0.06,63,111,102,6,22,4,0,2,32,15,0,1,7,1,0,21,1,1,0,0.21600000000000003,0.273,0.314,0.5870000000000001,1986-03-14,180cm,83kg,4
2906,박정환,2011,SK,1B,0.03,9,11,9,1,2,1,0,0,3,2,0,0,2,0,0,5,0,0,0,0.222,0.364,0.33299999999999996,0.6970000000000001,1977-10-23,180cm,85kg,33
2907,박정환,2011,SK,1B,0.03,9,11,9,1,2,1,0,0,3,2,0,0,2,0,0,5,0,0,0,0.222,0.364,0.33299999999999996,0.6970000000000001,1986-03-14,180cm,83kg,24
2908,박정환,1983,삼성,C,-0.03,14,17,15,1,3,0,0,0,3,1,0,0,0,1,0,5,0,1,0,0.2,0.25,0.2,0.45,1977-10-23,180cm,85kg,5
2909,박정환,1983,삼성,C,-0.03,14,17,15,1,3,0,0,0,3,1,0,0,0,1,0,5,0,1,0,0.2,0.25,0.2,0.45,1986-03-14,180cm,83kg,-4
2910,박정환,2005,삼성,2B,-0.05,26,44,38,5,7,1,0,1,11,7,1,0,4,0,0,15,2,1,1,0.184,0.256,0.289,0.545,1977-10-23,180cm,85kg,27
2911,박정환,2005,삼성,2B,-0.05,26,44,38,5,7,1,0,1,11,7,1,0,4,0,0,15,2,1,1,0.184,0.256,0.289,0.545,1986-03-14,180cm,83kg,18
2912,박정환,1984,삼성,C,-0.06,12,15,15,0,3,0,0,0,3,1,0,0,0,0,0,4,0,0,0,0.2,0.2,0.2,0.4,1977-10-23,180cm,85kg,6
2913,박정환,1984,삼성,C,-0.06,12,15,15,0,3,0,0,0,3,1,0,0,0,0,0,4,0,0,0,0.2,0.2,0.2,0.4,1986-03-14,180cm,83kg,-3
2914,박정환,2007,삼성,3B,-0.09,46,84,76,7,17,3,1,0,22,5,1,0,4,0,0,19,5,2,2,0.22399999999999998,0.256,0.289,0.546,1977-10-23,180cm,85kg,29
2915,박정환,2007,삼성,3B,-0.09,46,84,76,7,17,3,1,0,22,5,1,0,4,0,0,19,5,2,2,0.22399999999999998,0.256,0.289,0.546,1986-03-14,180cm,83kg,20
2916,박정환,2004,삼성,2B,-0.27,29,40,33,3,4,0,0,0,4,3,0,1,6,0,0,9,0,1,0,0.121,0.256,0.121,0.37799999999999995,1977-10-23,180cm,85kg,26
2917,박정환,2004,삼성,2B,-0.27,29,40,33,3,4,0,0,0,4,3,0,1,6,0,0,9,0,1,0,0.121,0.256,0.121,0.37799999999999995,1986-03-14,180cm,83kg,17
2918,박정환,1992,삼성,3B,-0.41,36,63,57,2,8,0,0,2,14,5,0,0,0,3,0,16,0,1,2,0.14,0.177,0.24600000000000002,0.423,1977-10-23,180cm,85kg,14
2919,박정환,1992,삼성,3B,-0.41,36,63,57,2,8,0,0,2,14,5,0,0,0,3,0,16,0,1,2,0.14,0.177,0.24600000000000002,0.423,1986-03-14,180cm,83kg,5
2920,박정환,2006,삼성,2B,-0.67,43,100,91,8,15,1,0,0,16,2,1,0,4,0,0,18,4,5,0,0.165,0.2,0.17600000000000002,0.376,1977-10-23,180cm,85kg,28
2921,박정환,2006,삼성,2B,-0.67,43,100,91,8,15,1,0,0,16,2,1,0,4,0,0,18,4,5,0,0.165,0.2,0.17600000000000002,0.376,1986-03-14,180cm,83kg,19
2922,장영석,2017,넥센,1B,1.27,60,212,186,30,50,14,0,12,100,38,0,0,17,9,0,50,4,0,0,0.26899999999999996,0.359,0.5379999999999999,0.8959999999999999,1990-05-14,186cm,95kg,26
2923,장영석,2019,키움,3B,0.53,119,413,372,41,92,15,0,7,128,62,0,0,27,9,0,77,14,0,5,0.247,0.31,0.344,0.654,1990-05-14,186cm,95kg,28
2924,장영석,2010,넥센,1B,0.17,64,163,138,16,32,6,0,5,53,19,0,0,12,9,1,45,3,3,1,0.23199999999999998,0.331,0.384,0.715,1990-05-14,186cm,95kg,19
2925,장영석,2018,넥센,1B,0.16,93,221,196,24,44,15,0,7,80,25,1,0,23,2,0,61,2,0,0,0.22399999999999998,0.312,0.408,0.72,1990-05-14,186cm,95kg,27
2926,장영석,2016,넥센,1B,0.02,23,33,26,6,5,2,0,0,7,3,0,1,7,0,0,10,1,0,0,0.192,0.364,0.26899999999999996,0.633,1990-05-14,186cm,95kg,25
2927,장영석,2009,히어로즈,1B,-0.07,16,38,33,2,6,0,0,2,12,4,0,0,3,2,0,14,1,0,0,0.182,0.29,0.364,0.653,1990-05-14,186cm,95kg,18
2928,장영석,2015,넥센,3B,-0.16,6,8,8,0,1,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0.125,0.125,0.125,0.25,1990-05-14,186cm,95kg,24
